"ID_REF"	"GSM3143969"	"GSM3143970"	"GSM3143971"	"GSM3143972"	"GSM3143973"	"GSM3143974"	"GSM3143975"	"GSM3143976"	"GSM3143977"	"GSM3143978"	"GSM3143979"	"GSM3143980"
"100124534_at"	-0.171522255	-0.234944778	-0.126171886	-0.187602978	-0.207359757	0.177169354	-0.027263603	0.477168368	0.031655068	-0.085021551	0.003548775	0.585164064
"100124535_at"	-0.089254584	-0.223822574	-0.093254532	-0.179673637	-0.272801327	-0.156428622	-0.025719411	-0.121142883	-0.129271496	-0.168405262	-0.136258356	0.006937393
"100124536_at"	2.40785327	2.899750965	2.877836799	1.837595871	1.851558439	1.954715788	1.649740268	1.778639013	2.477565279	0.835723503	0.76356655	1.727841059
"100124537_at"	-0.112969719	0.037522873	0.055585868	0.014053183	-0.015028901	0.019756951	0.071845041	0.050886418	0.159756162	0.050126419	-0.092748	0.178965579
"100124538_at"	0.033138223	0.348110009	0.367754025	-0.060222485	0.037010993	0.204497619	0.412617033	0.340154432	0.523591375	0.212572986	0.153274899	0.158480683
"100124539_at"	0.034153526	-0.044736028	-0.096310642	-0.114777203	-0.043973093	-0.03133123	-0.150590965	-0.10856282	-0.058032498	-0.216066572	-0.070422612	0.039829486
"100124540_at"	-0.092728471	-0.079109926	-0.127075509	0.025295668	-0.087266449	-0.10453981	-0.150675899	-0.112359223	-0.05289037	-0.077531961	-0.14889712	-0.061963261
"100124700_at"	0.014498275	-0.059426227	-0.024277176	-0.087762277	0.154640553	0.065590589	0.033188581	0.073724722	-0.0010156	0.068530491	0.148863774	0.422421682
"100125288_at"	-0.011965629	-0.056448882	0.049331916	0.033942592	0.049021	0.01393761	-0.117483612	-0.106309201	0.007826347	0.091365148	-0.089211684	-0.053323711
"100125556_at"	-0.116169506	0.04132355	0.39190841	0.071365736	0.115300892	0.417413696	0.199553498	0.320538579	0.262062558	0.469793101	0.402527421	0.40335832
"100126270_at"	-0.052676834	-0.017033948	-0.00157431	-0.075694679	-0.048084978	-0.107399852	0.114906454	-0.016461024	-0.017567204	0.011412587	-0.05672266	0.067624277
"100126296_at"	0.109941152	0.168197952	0.138481648	0.138623221	0.271577372	0.146733425	0.185927547	0.275343946	0.150245588	0.315180301	0.22077697	0.193454745
"100126297_at"	-0.178469715	-0.224542523	-0.260933008	-0.276137527	-0.229200653	-0.301020967	-0.334721288	-0.328630891	-0.169815398	-0.279931892	-0.250878103	-0.266129925
"100126299_at"	-0.144124009	0.10595128	0.216480786	0.124751464	0.192960314	0.201421136	-0.351233019	-0.320291015	-0.078440696	-0.191877761	-0.13801122	-0.011446008
"100126302_at"	0.02208368	-0.185879022	-0.049974228	-0.031562202	-0.034489434	-0.097474869	-0.092168603	-0.045277194	-0.17984117	-0.126684215	-0.072415899	-0.125924105
"100126303_at"	-0.13751946	0.012801094	-0.066441203	-0.08127713	-0.047387654	-0.160743871	-0.046886169	-0.018804363	-0.07104463	0.029635738	-0.107786238	-0.133665028
"100126304_at"	-0.076628353	-0.217451362	-0.152136614	-0.094120376	-0.143559682	-0.14779054	-0.102825043	-0.157413053	-0.130831673	-0.075165578	-0.136438162	-0.144892187
"100126306_at"	0.099909909	-0.029505929	0.02175018	-0.064209234	-0.013983408	0.041147207	0.098232007	0.013145972	0.08596289	-0.041279694	-0.114409219	0.087467744
"100126307_at"	-0.060461196	-0.108046836	-0.16328128	-0.047614899	-0.100647911	-0.0389443	-0.220110398	-0.138877605	-0.138171678	-0.047924978	-0.040323351	-0.214279886
"100126308_at"	0.184889663	0.188752513	0.200512846	0.130271976	0.174645456	0.278465185	0.185038964	0.254646801	0.273011703	0.089528319	0.303488261	0.169344275
"100126309_at"	0.034060276	0.154068358	0.280047301	-0.008505049	0.063583618	0.282168022	0.192828706	0.180935258	0.372777771	0.058980176	0.062678619	0.249018918
"100126310_at"	0.847791105	1.134130524	1.020730608	0.804833605	0.824545348	0.840793641	0.963264205	0.834008552	1.074048313	0.782827167	0.73994549	0.899941374
"100126313_at"	-0.032129415	0.102125506	0.118576466	-0.059884702	-0.000143931	0.023031855	0.008998233	0.185326916	-0.024197374	0.15216447	-0.053353392	0.103223983
"100126314_at"	0.026909399	0.247391612	0.092275302	-0.120329629	-0.058267245	-0.080590417	-0.238349866	-0.232466252	0.16271255	-0.17498219	-0.118499359	0.19153222
"100126315_at"	0.163239202	0.337593554	0.102045977	-0.168707826	0.1780727	0.0237137	0.09905584	0.182631076	0.078851908	0.09341039	0.087219656	0.029730296
"100126316_at"	-0.219992981	-0.306704225	-0.195895996	-0.092160942	-0.148464805	-0.241551529	-0.366370083	-0.174466344	-0.209457013	-0.29207792	-0.245139263	-0.167827333
"100126317_at"	-0.120127502	-0.263804437	-0.268833175	-0.235153142	-0.132117238	-0.223201991	-0.252453738	-0.088411179	-0.142616578	-0.201993851	-0.233744131	-0.007665258
"100126318_at"	-0.259478107	-0.578851918	-0.406487579	-0.377994997	-0.348616469	-0.433904048	-0.451869019	-0.584257891	-0.455309604	-0.529452603	-0.429530627	-0.488241071
"100126319_at"	-0.009556291	-0.222941565	-0.259036058	-0.145608137	-0.216778872	-0.174515371	-0.196075859	-0.153062309	-0.184706625	-0.215876215	-0.233338722	-0.163838224
"100126320_at"	-0.097227291	-0.089449768	-0.051020881	-0.136688009	-0.210620875	-0.185759064	-0.166593725	-0.302332787	-0.213401271	-0.162531474	-0.201496896	-0.174597702
"100126323_at"	-0.104210114	-0.075247288	-0.184393292	-0.16232866	-0.139956444	-0.057933392	0.162277644	0.203518114	0.118617434	-0.052603231	0.139847526	0.134687699
"100126324_at"	0.304716971	0.051165138	-0.150867145	0.014235411	0.210572329	-0.296311817	-0.270316125	-0.371412614	-0.333959767	-0.272646833	-0.323493174	-0.347458513
"100126326_at"	-0.001873643	0.028812171	-0.167227973	-0.048297641	-0.022797305	0.079981611	0.05741713	-0.035332331	-0.022333189	0.041409243	0.107662107	-0.04326028
"100126327_at"	-0.005129088	-0.026810963	-0.072420982	0.04175199	-0.016580883	-0.156919008	-0.114761094	0.024356644	-0.166621176	0.006266572	0.091651909	-0.067700037
"100126331_at"	0.016456162	0.157015176	0.036338505	0.167869006	-0.065860143	0.040716961	0.035565517	0.081923563	-0.051642952	-0.025833717	-0.083286583	0.013078587
"100126332_at"	0.443003458	1.025788954	0.777954283	0.691765936	0.830053103	0.592868192	0.697044529	0.6818899	1.056710043	0.632030741	0.862554367	0.806424323
"100126333_at"	-0.083295775	-0.128608901	0.036365489	-0.164403639	-0.151279283	0.087269454	0.086103321	0.05685267	0.017823451	-0.096326116	0.144159316	-0.041465927
"100126334_at"	-0.156679808	-0.063964618	-0.169195865	-0.211816771	-0.134145233	-0.326233601	-0.105715006	-0.168016879	-0.154799871	-0.131745994	-0.04848662	-0.187185604
"100126335_at"	-0.135232651	-0.282843832	-0.088628356	-0.228723215	-0.113660319	-0.277641993	-0.313922557	-0.295223197	-0.284020955	-0.169854195	-0.276098463	-0.261832045
"100126336_at"	-0.022960859	-0.112616351	-0.242874894	-0.140629482	-0.056069795	-0.118224631	-0.150742159	-0.216163913	-0.12791723	-0.229084917	-0.202761922	-0.196083719
"100126337_at"	-0.252295993	-0.012871924	-0.106886663	0.136103466	0.041305188	0.060887268	-0.409778154	-0.11783191	-0.298584531	-0.094992278	-0.137457956	-0.180662393
"100126340_at"	0.059605809	0.253310563	0.014089224	-0.072630318	-0.023491299	0.223394058	0.497132084	0.266617363	0.41367259	0.168750043	0.09825727	0.308684096
"100126341_at"	0.356965798	1.132886011	0.564977584	1.009476713	0.935656569	0.999753955	0.864733928	0.901822896	0.441734434	1.104644896	1.118341551	0.861888879
"100126342_at"	-0.173128103	-0.143271298	-0.17004374	-0.179171109	-0.126679645	-0.231975575	-0.22134715	-0.18798618	-0.296431441	-0.24439214	-0.255526384	-0.075606593
"100126343_at"	-0.402771436	-0.494017823	-0.386095789	-0.264741407	-0.497946465	-0.575146535	-0.498335763	-0.408260197	-0.503953192	-0.494573318	-0.507618009	-0.38735627
"100126345_at"	-0.159712658	-0.166266592	-0.12723481	-0.220691834	-0.168037773	-0.176855684	-0.307170827	-0.22157862	-0.157439868	-0.198089606	-0.21120225	-0.235582218
"100126346_at"	0.148717666	0.20578729	0.080225246	0.006120188	0.06009721	0.229877126	0.077492693	0.188189174	0.039468096	0.059088653	0.035374703	0.14630517
"100126347_at"	-0.216222914	-0.338796194	-0.384351025	-0.306778801	-0.377293299	-0.434508681	-0.529400378	-0.436899563	-0.327477932	-0.552950447	-0.421051619	-0.32725839
"100126348_at"	0.10284103	0.242532148	0.098544451	0.197446256	0.146292769	0.202259154	0.214374353	0.174562192	0.281184085	0.133662062	0.180787814	0.090349137
"100126349_at"	-0.277004685	-0.402921669	-0.341402883	-0.04296692	-0.572739134	-0.623799236	-0.451209341	-0.157827753	-0.523115098	-0.318700835	-0.370209796	-0.4426557
"100126350_at"	0.282461915	-0.440084562	-0.184513841	0.033585391	0.027844873	0.004696565	0.044439632	-0.33033771	-0.289230963	-0.041955649	-0.062485851	-0.138056487
"100126355_at"	0.738880568	1.05575421	0.923524822	0.432557446	0.368590037	0.947337586	1.060013428	1.555655149	2.173969218	0.858406792	0.568451079	1.304178352
"100126356_at"	0.161217545	0.5061316	0.452260198	0.384725015	0.377149228	0.278860168	0.299924058	0.14084083	0.43170174	0.350294065	0.13810189	0.223089875
"100126447_at"	-0.028516816	-0.112895057	-0.051753738	-0.126729254	-0.150517493	-0.059077154	-0.098885285	-0.102690161	-0.085637116	-0.102653308	-0.090989688	-0.136654378
"100126693_at"	0.054935079	0.06632067	0.116546866	0.136018908	0.036724419	0.104940731	0.131947362	0.127205368	0.122116254	0.283243242	0.427450059	0.237727057
"100126780_at"	0.994421968	0.765694344	0.944044228	1.43772188	1.115222143	1.252391398	0.582265778	0.442485028	0.57039491	0.614323225	0.602837671	0.564486999
"100126781_at"	0.022705944	0.425378443	0.40345641	0.594200729	0.791753863	1.016004198	0.430862526	0.224148195	0.302427888	0.649747695	0.463299208	0.634745046
"100126784_at"	-0.016669304	-0.009424273	0.294219197	0.03003402	0.018698564	0.038737957	0.069252286	0.051064326	0.277490223	0.153086261	0.214536661	0.022970845
"100126791_at"	0.059676922	0.323245285	0.493276916	0.339206549	0.329311481	0.541753804	0.581485549	0.678170886	0.588591774	0.929262184	0.989875683	0.729330766
"100126793_at"	-0.028895312	0.098584129	-0.002973768	0.095843145	0.050419683	0.240843387	0.011387651	0.234436568	0.243305602	0.140429814	0.208888534	0.424342547
"100127206_at"	-0.055707048	-0.138466851	-0.064500628	0.003729255	-0.013276316	-0.038856829	-0.071121056	-0.089927676	0.020322948	-0.033376802	-0.017068961	-0.131308947
"100127888_at"	0.014193338	-0.039660441	0.030225001	-0.198279481	-0.138709028	-0.100858681	0.014038905	0.151465728	0.137170878	-0.001784063	-0.033197421	-0.118583319
"100127889_at"	0.082276037	-0.034943735	-0.220512792	-0.003520321	-0.010567428	0.103209823	-0.127019863	-0.073102929	-0.187379799	-0.025891326	0.149536359	-0.086001404
"100127967_at"	-0.023278583	-0.067421296	-0.243327113	-0.167180733	-0.075577275	-0.136653175	-0.165621053	-0.197568115	-0.229515271	-0.095752537	-0.131985462	-0.093524232
"100127983_at"	0.676985161	1.124842055	1.748732461	1.755591762	1.749163852	1.836346807	1.460394021	1.049094218	0.935881899	1.732724278	1.758303732	0.987660163
"100128023_at"	-0.078191358	0.114331146	0.066834608	-0.00256193	-0.021720719	-0.066530841	0.055915489	0.170104304	0.12390976	0.128338741	0.075886408	0.185649773
"100128025_at"	0.054120496	0.139409199	-0.063804395	0.238632231	0.158608176	0.051587691	0.082625157	0.063980938	0.090790997	0.031317066	0.03970572	0.107205262
